PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"27039705","Physiological processes non-linearly affect electrophysiological recordings during transcranial electric stimulation","Noury N, Hipp JF, Siegel M.","Neuroimage. 2016 Oct 15;140:99-109. doi: 10.1016/j.neuroimage.2016.03.065. Epub 2016 Apr 1.","Noury N","Neuroimage","2016","2016/04/05","","","10.1016/j.neuroimage.2016.03.065"
"26956658","Electrocortical Evidence of Enhanced Performance Monitoring in Social Anxiety","Judah MR, Grant DM, Frosio KE, White EJ, Taylor DL, Mills AC.","Behav Ther. 2016 Mar;47(2):274-85. doi: 10.1016/j.beth.2015.12.002. Epub 2015 Dec 29.","Judah MR","Behav Ther","2016","2016/03/10","","","10.1016/j.beth.2015.12.002"
"26883623","Time-dependent and independent neurophysiological indicators of prognosis in post-anoxic coma subjects treated by therapeutic hypothermia","Carrai R, Grippo A, Scarpino M, Spalletti M, Cossu C, Lanzo G, Peris A, Cianchi G, Batacchi S, Valente S, Gensini G, Amantini A.","Minerva Anestesiol. 2016 Sep;82(9):940-9. Epub 2016 Feb 16.","Carrai R","Minerva Anestesiol","2016","2016/02/18","","",""
"26856907","K-Complexes: Interaction between the Central and Autonomic Nervous Systems during Sleep","de Zambotti M, Willoughby AR, Franzen PL, Clark DB, Baker FC, Colrain IM.","Sleep. 2016 May 1;39(5):1129-37. doi: 10.5665/sleep.5770.","de Zambotti M","Sleep","2016","2016/02/10","PMC4835312","","10.5665/sleep.5770"
"26749161","Effect of temporal resolution and serial autocorrelations in event-related functional MRI","Sahib AK, Mathiak K, Erb M, Elshahabi A, Klamer S, Scheffler K, Focke NK, Ethofer T.","Magn Reson Med. 2016 Dec;76(6):1805-1813. doi: 10.1002/mrm.26073. Epub 2016 Jan 9.","Sahib AK","Magn Reson Med","2016","2016/01/11","","","10.1002/mrm.26073"
"26738634","Joint effects of sensory feedback and interoceptive awareness on conscious error detection: Evidence from event related brain potentials","Godefroid E, Pourtois G, Wiersema JR.","Biol Psychol. 2016 Feb;114:49-60. doi: 10.1016/j.biopsycho.2015.12.005. Epub 2015 Dec 29.","Godefroid E","Biol Psychol","2016","2016/01/08","","","10.1016/j.biopsycho.2015.12.005"
"26724251","Heart rate and P300: Integrating peripheral and central indices of cognitive processing","Guerra PM, Sánchez-Adam A, Miccoli L, Polich J, Vila J.","Int J Psychophysiol. 2016 Feb;100:1-11. doi: 10.1016/j.ijpsycho.2015.12.008. Epub 2015 Dec 23.","Guerra PM","Int J Psychophysiol","2016","2016/01/03","","","10.1016/j.ijpsycho.2015.12.008"
"28334126","Heartfelt Self: Cardio-Visual Integration Affects Self-Face Recognition and Interoceptive Cortical Processing","Sel A, Azevedo RT, Tsakiris M.","Cereb Cortex. 2017 Nov 1;27(11):5144-5155. doi: 10.1093/cercor/bhw296.","Sel A","Cereb Cortex","2017","2017/03/24","","","10.1093/cercor/bhw296"
"26503014","Aroused with heart: Modulation of heartbeat evoked potential by arousal induction and its oscillatory correlates","Luft CD, Bhattacharya J.","Sci Rep. 2015 Oct 27;5:15717. doi: 10.1038/srep15717.","Luft CD","Sci Rep","2015","2015/10/28","PMC4621540","","10.1038/srep15717"
"26485310","Cortical localization of phase and amplitude dynamics predicting access to somatosensory awareness","Hirvonen J, Palva S.","Hum Brain Mapp. 2016 Jan;37(1):311-26. doi: 10.1002/hbm.23033. Epub 2015 Oct 20.","Hirvonen J","Hum Brain Mapp","2016","2015/10/21","PMC6867440","","10.1002/hbm.23033"
"26376409","Cortical Representation of Afferent Bodily Signals in Borderline Personality Disorder: Neural Correlates and Relationship to Emotional Dysregulation","Müller LE, Schulz A, Andermann M, Gäbel A, Gescher DM, Spohn A, Herpertz SC, Bertsch K.","JAMA Psychiatry. 2015 Nov;72(11):1077-86. doi: 10.1001/jamapsychiatry.2015.1252.","Müller LE","JAMA Psychiatry","2015","2015/09/17","","","10.1001/jamapsychiatry.2015.1252"
"26318337","Multiple stages of information processing are modulated during acute bouts of exercise","Bullock T, Cecotti H, Giesbrecht B.","Neuroscience. 2015 Oct 29;307:138-50. doi: 10.1016/j.neuroscience.2015.08.046. Epub 2015 Aug 28.","Bullock T","Neuroscience","2015","2015/08/31","","","10.1016/j.neuroscience.2015.08.046"
"26268858","Heartbeat-related EEG amplitude and phase modulations from wakefulness to deep sleep: Interactions with sleep spindles and slow oscillations","Lechinger J, Heib DP, Gruber W, Schabus M, Klimesch W.","Psychophysiology. 2015 Nov;52(11):1441-50. doi: 10.1111/psyp.12508. Epub 2015 Aug 13.","Lechinger J","Psychophysiology","2015","2015/08/14","","","10.1111/psyp.12508"
"26257624","Time course of EEG oscillations during repeated listening of a well-known aria","Jäncke L, Kühnis J, Rogenmoser L, Elmer S.","Front Hum Neurosci. 2015 Jul 20;9:401. doi: 10.3389/fnhum.2015.00401. eCollection 2015.","Jäncke L","Front Hum Neurosci","2015","2015/08/11","PMC4507057","","10.3389/fnhum.2015.00401"
"26255255","Trials and intensity effects in single-trial ERP components and autonomic responses in a dishabituation paradigm with very long ISIs","MacDonald B, Barry RJ, Bonfield RC.","Int J Psychophysiol. 2015 Dec;98(3 Pt 1):394-412. doi: 10.1016/j.ijpsycho.2015.08.002. Epub 2015 Aug 5.","MacDonald B","Int J Psychophysiol","2015","2015/08/10","","","10.1016/j.ijpsycho.2015.08.002"
"26189975","Conditioned and extinguished fear modulate functional corticocardiac coupling in humans","Panitz C, Hermann C, Mueller EM.","Psychophysiology. 2015 Oct;52(10):1351-60. doi: 10.1111/psyp.12498. Epub 2015 Jul 20.","Panitz C","Psychophysiology","2015","2015/07/21","","","10.1111/psyp.12498"
"26060324","The dual nature of eye contact: to see and to be seen","Myllyneva A, Hietanen JK.","Soc Cogn Affect Neurosci. 2016 Jul;11(7):1089-95. doi: 10.1093/scan/nsv075. Epub 2015 Jun 8.","Myllyneva A","Soc Cogn Affect Neurosci","2016","2015/06/11","PMC4927030","","10.1093/scan/nsv075"
"25925534","The classic P300 encodes a build-to-threshold decision variable","Twomey DM, Murphy PR, Kelly SP, O'Connell RG.","Eur J Neurosci. 2015 Jul;42(1):1636-43. doi: 10.1111/ejn.12936. Epub 2015 May 28.","Twomey DM","Eur J Neurosci","2015","2015/05/01","","","10.1111/ejn.12936"
"25912598","Effect of respiration on heartbeat-evoked potentials during sleep in children with sleep-disordered breathing","Baumert M, Pamula Y, Kohler M, Martin J, Kennedy D, Nalivaiko E, Immanuel SA.","Sleep Med. 2015 May;16(5):665-7. doi: 10.1016/j.sleep.2015.02.528. Epub 2015 Mar 9.","Baumert M","Sleep Med","2015","2015/04/28","","","10.1016/j.sleep.2015.02.528"
"25911524","Evaluation of 3D cognitive fatigue using heart-brain synchronization","Park S, Won MJ, Lee EC, Mun S, Park MC, Whang M.","Int J Psychophysiol. 2015 Aug;97(2):120-30. doi: 10.1016/j.ijpsycho.2015.04.006. Epub 2015 Apr 21.","Park S","Int J Psychophysiol","2015","2015/04/26","","","10.1016/j.ijpsycho.2015.04.006"
"25899708","Auditory Feedback Differentially Modulates Behavioral and Neural Markers of Objective and Subjective Performance When Tapping to Your Heartbeat","Canales-Johnson A, Silva C, Huepe D, Rivera-Rei Á, Noreika V, Garcia Mdel C, Silva W, Ciraolo C, Vaucheret E, Sedeño L, Couto B, Kargieman L, Baglivo F, Sigman M, Chennu S, Ibáñez A, Rodríguez E, Bekinschtein TA.","Cereb Cortex. 2015 Nov;25(11):4490-503. doi: 10.1093/cercor/bhv076. Epub 2015 Apr 21.","Canales-Johnson A","Cereb Cortex","2015","2015/04/23","PMC4816795","","10.1093/cercor/bhv076"
"25870439","Cardiac and electro-cortical concomitants of social feedback processing in women","Dekkers LM, van der Molen MJ, Gunther Moor B, van der Veen FM, van der Molen MW.","Soc Cogn Affect Neurosci. 2015 Nov;10(11):1506-14. doi: 10.1093/scan/nsv039. Epub 2015 Apr 13.","Dekkers LM","Soc Cogn Affect Neurosci","2015","2015/04/15","PMC4631146","","10.1093/scan/nsv039"
"25848007","Asphyxia-activated corticocardiac signaling accelerates onset of cardiac arrest","Li D, Mabrouk OS, Liu T, Tian F, Xu G, Rengifo S, Choi SJ, Mathur A, Crooks CP, Kennedy RT, Wang MM, Ghanbari H, Borjigin J.","Proc Natl Acad Sci U S A. 2015 Apr 21;112(16):E2073-82. doi: 10.1073/pnas.1423936112. Epub 2015 Apr 6.","Li D","Proc Natl Acad Sci U S A","2015","2015/04/08","PMC4413312","","10.1073/pnas.1423936112"
"25630906","Neuroelectric adaptations to cognitive processing in virtual environments: an exercise-related approach","Vogt T, Herpers R, Scherfgen D, Strüder HK, Schneider S.","Exp Brain Res. 2015 Apr;233(4):1321-9. doi: 10.1007/s00221-015-4208-x. Epub 2015 Jan 29.","Vogt T","Exp Brain Res","2015","2015/01/30","","","10.1007/s00221-015-4208-x"
"25571329","Brain biomarkers based assessment of cognitive workload in pilots under various task demands","Gentili RJ, Rietschel JC, Jaquess KJ, Lo LC, Prevost M, Miller MW, Mohler JM, Oh H, Tan YY, Hatfield BD.","Annu Int Conf IEEE Eng Med Biol Soc. 2014;2014:5860-3. doi: 10.1109/EMBC.2014.6944961.","Gentili RJ","Annu Int Conf IEEE Eng Med Biol Soc","2014","2015/01/09","","","10.1109/EMBC.2014.6944961"
"25431244","Short-term food deprivation increases amplitudes of heartbeat-evoked potentials","Schulz A, Ferreira de Sá DS, Dierolf AM, Lutz A, van Dyck Z, Vögele C, Schächinger H.","Psychophysiology. 2015 May;52(5):695-703. doi: 10.1111/psyp.12388. Epub 2014 Nov 28.","Schulz A","Psychophysiology","2015","2014/11/29","","","10.1111/psyp.12388"
"25398141","Enhanced slow-wave EEG activity and thermoregulatory impairment following the inhibition of the lateral hypothalamus in the rat","Cerri M, Del Vecchio F, Mastrotto M, Luppi M, Martelli D, Perez E, Tupone D, Zamboni G, Amici R.","PLoS One. 2014 Nov 14;9(11):e112849. doi: 10.1371/journal.pone.0112849. eCollection 2014.","Cerri M","PLoS One","2014","2014/11/15","PMC4232523","","10.1371/journal.pone.0112849"
"25355852","The influence of an acute bout of aerobic exercise on cortical contributions to motor preparation and execution","Thacker JS, Middleton LE, McIlroy WE, Staines WR.","Physiol Rep. 2014 Oct 28;2(10):e12178. doi: 10.14814/phy2.12178. Print 2014 Oct 1.","Thacker JS","Physiol Rep","2014","2014/10/31","PMC4254103","","10.14814/phy2.12178"
"25342100","Effect of acupuncture on patients with insomnia: study protocol for a randomized controlled trial","Han KH, Kim SY, Chung SY.","Trials. 2014 Oct 23;15:403. doi: 10.1186/1745-6215-15-403.","Han KH","Trials","2014","2014/10/25","PMC4213556","","10.1186/1745-6215-15-403"
"25330003","Sex differences in orienting to pictures with and without humans: evidence from the cardiac evoked response (ECR) and the cortical long latency parietal positivity (LPP)","Althaus M, Groen Y, van der Schaft L, Minderaa RB, Tucha O, Mulder LJ, Wijers AA.","PLoS One. 2014 Oct 15;9(10):e108224. doi: 10.1371/journal.pone.0108224. eCollection 2014.","Althaus M","PLoS One","2014","2014/10/21","PMC4198108","","10.1371/journal.pone.0108224"
"25317937","Heartbeat evoked potentials during sleep and daytime behavior in children with sleep-disordered breathing","Immanuel SA, Pamula Y, Kohler M, Martin J, Kennedy D, Nalivaiko E, Saint DA, Baumert M.","Am J Respir Crit Care Med. 2014 Nov 15;190(10):1149-57. doi: 10.1164/rccm.201405-0920OC.","Immanuel SA","Am J Respir Crit Care Med","2014","2014/10/16","","","10.1164/rccm.201405-0920OC"
"25308605","Effect of acute exercise and cardiovascular fitness on cognitive function: an event-related cortical desynchronization study","Chang YK, Chu CH, Wang CC, Song TF, Wei GX.","Psychophysiology. 2015 Mar;52(3):342-51. doi: 10.1111/psyp.12364. Epub 2014 Oct 13.","Chang YK","Psychophysiology","2015","2014/10/14","","","10.1111/psyp.12364"
"25218826","Noxious stimulation in children receiving general anaesthesia evokes an increase in delta frequency brain activity","Hartley C, Poorun R, Goksan S, Worley A, Boyd S, Rogers R, Ali T, Slater R.","Pain. 2014 Nov;155(11):2368-76. doi: 10.1016/j.pain.2014.09.006. Epub 2014 Sep 10.","Hartley C","Pain","2014","2014/09/15","PMC4247379","","10.1016/j.pain.2014.09.006"
"25109434","Physiological and cognitive consequences of suppressing and expressing emotion in dyadic interactions","Peters BJ, Overall NC, Jamieson JP.","Int J Psychophysiol. 2014 Oct;94(1):100-7. doi: 10.1016/j.ijpsycho.2014.07.015. Epub 2014 Aug 7.","Peters BJ","Int J Psychophysiol","2014","2014/08/12","","","10.1016/j.ijpsycho.2014.07.015"
"24916920","Memory detection with the Concealed Information Test: a meta analysis of skin conductance, respiration, heart rate, and P300 data","Meijer EH, klein Selle N, Elber L, Ben-Shakhar G.","Psychophysiology. 2014 Sep;51(9):879-904. doi: 10.1111/psyp.12239. Epub 2014 Jun 10.","Meijer EH","Psychophysiology","2014","2014/06/12","","","10.1111/psyp.12239"
"24887007","Sex differences in the neural representation of pain unpleasantness","Girard-Tremblay L, Auclair V, Daigle K, Léonard G, Whittingstall K, Goffaux P.","J Pain. 2014 Aug;15(8):867-77. doi: 10.1016/j.jpain.2014.05.004. Epub 2014 Jun 2.","Girard-Tremblay L","J Pain","2014","2014/06/03","","","10.1016/j.jpain.2014.05.004"
"24824678","Contribution of neurophysiological endophenotype, individual frequency of EEG alpha oscillations, to mechanisms of emotional reactivity","Tumyalis AV, Aftanas LI.","Bull Exp Biol Med. 2014 Apr;156(6):711-6. doi: 10.1007/s10517-014-2431-2. Epub 2014 May 3.","Tumyalis AV","Bull Exp Biol Med","2014","2014/05/15","","","10.1007/s10517-014-2431-2"
"24681245","Trial effects in single-trial ERP components and autonomic responses at very long ISIs","MacDonald B, Barry RJ.","Int J Psychophysiol. 2014 Jun;92(3):99-112. doi: 10.1016/j.ijpsycho.2014.03.007. Epub 2014 Mar 26.","MacDonald B","Int J Psychophysiol","2014","2014/04/01","","","10.1016/j.ijpsycho.2014.03.007"
"24680787","Suppression of the auditory N1-component for heartbeat-related sounds reflects interoceptive predictive coding","van Elk M, Lenggenhager B, Heydrich L, Blanke O.","Biol Psychol. 2014 May;99:172-82. doi: 10.1016/j.biopsycho.2014.03.004. Epub 2014 Mar 26.","van Elk M","Biol Psychol","2014","2014/04/01","","","10.1016/j.biopsycho.2014.03.004"
"24609466","Spontaneous fluctuations in neural responses to heartbeats predict visual detection","Park HD, Correia S, Ducorps A, Tallon-Baudry C.","Nat Neurosci. 2014 Apr;17(4):612-8. doi: 10.1038/nn.3671. Epub 2014 Mar 9.","Park HD","Nat Neurosci","2014","2014/03/11","","","10.1038/nn.3671"
"24530435","Non-invasive detection of optical changes elicited by seizure activity using time-series analysis of light scattering images in a rat model of generalized seizure","Hajihashemi MR, Zhang T, Ormerod BK, Jiang H.","J Neurosci Methods. 2014 Apr 30;227:18-28. doi: 10.1016/j.jneumeth.2014.02.002. Epub 2014 Feb 11.","Hajihashemi MR","J Neurosci Methods","2014","2014/02/18","","","10.1016/j.jneumeth.2014.02.002"
"24329704","Effect of an inhibitor of neuronal nitric oxide synthase 7-nitroindazole on cerebral hemodynamic response and brain excitability in urethane-anesthetized rats","Brožíčková C, Otáhal J.","Physiol Res. 2013;62(Suppl 1):S57-66. doi: 10.33549/physiolres.932564.","Brožíčková C","Physiol Res","2013","2013/12/17","","","10.33549/physiolres.932564"
"24311196","Mindfulness based cognitive therapy may improve emotional processing in bipolar disorder: pilot ERP and HRV study","Howells FM, Laurie Rauch HG, Ives-Deliperi VL, Horn NR, Stein DJ.","Metab Brain Dis. 2014 Jun;29(2):367-75. doi: 10.1007/s11011-013-9462-7. Epub 2013 Dec 7.","Howells FM","Metab Brain Dis","2014","2013/12/07","","","10.1007/s11011-013-9462-7"
"24111201","Changes in behavior of evoked potentials in the brain as a possible indicator of fatigue in people","Kadambi P, Lovelace JA, Beyette FR.","Annu Int Conf IEEE Eng Med Biol Soc. 2013;2013:6381-4. doi: 10.1109/EMBC.2013.6611014.","Kadambi P","Annu Int Conf IEEE Eng Med Biol Soc","2013","2013/10/11","","","10.1109/EMBC.2013.6611014"
"23954302","The influence of social evaluation on cerebral cortical activity and motor performance: a study of ""Real-Life"" competition","Hatfield BD, Costanzo ME, Goodman RN, Lo LC, Oh H, Rietschel JC, Saffer M, Bradberry T, Contreras-Vidal J, Haufler A.","Int J Psychophysiol. 2013 Nov;90(2):240-9. doi: 10.1016/j.ijpsycho.2013.08.002. Epub 2013 Aug 14.","Hatfield BD","Int J Psychophysiol","2013","2013/08/20","","","10.1016/j.ijpsycho.2013.08.002"
"23933516","Wakefulness-promoting role of the inferior colliculus","Cabrera G, Cavelli M, Lopez C, Rodriguez-Servetti Z, Vanini G, Chase MH, Falconi A, Torterolo P.","Behav Brain Res. 2013 Nov 1;256:82-94. doi: 10.1016/j.bbr.2013.07.049. Epub 2013 Aug 7.","Cabrera G","Behav Brain Res","2013","2013/08/13","","","10.1016/j.bbr.2013.07.049"
"23892096","Mindfulness (Vipassana) meditation: effects on P3b event-related potential and heart rate variability","Delgado-Pastor LC, Perakakis P, Subramanya P, Telles S, Vila J.","Int J Psychophysiol. 2013 Nov;90(2):207-14. doi: 10.1016/j.ijpsycho.2013.07.006. Epub 2013 Jul 24.","Delgado-Pastor LC","Int J Psychophysiol","2013","2013/07/30","","","10.1016/j.ijpsycho.2013.07.006"
"23887821","The heart-break of social rejection versus the brain wave of social acceptance","van der Veen FM, van der Molen MW, Sahibdin PP, Franken IH.","Soc Cogn Affect Neurosci. 2014 Sep;9(9):1346-51. doi: 10.1093/scan/nst120. Epub 2013 Jul 25.","van der Veen FM","Soc Cogn Affect Neurosci","2014","2013/07/27","PMC4158370","","10.1093/scan/nst120"
"23887813","The man who feels two hearts: the different pathways of interoception","Couto B, Salles A, Sedeño L, Peradejordi M, Barttfeld P, Canales-Johnson A, Dos Santos YV, Huepe D, Bekinschtein T, Sigman M, Favaloro R, Manes F, Ibanez A.","Soc Cogn Affect Neurosci. 2014 Sep;9(9):1253-60. doi: 10.1093/scan/nst108. Epub 2013 Jul 24.","Couto B","Soc Cogn Affect Neurosci","2014","2013/07/27","PMC4158360","","10.1093/scan/nst108"
"23850227","Cortisol rapidly affects amplitudes of heartbeat-evoked brain potentials--implications for the contribution of stress to an altered perception of physical sensations?","Schulz A, Strelzyk F, Ferreira de Sá DS, Naumann E, Vögele C, Schächinger H.","Psychoneuroendocrinology. 2013 Nov;38(11):2686-93. doi: 10.1016/j.psyneuen.2013.06.027. Epub 2013 Jul 11.","Schulz A","Psychoneuroendocrinology","2013","2013/07/16","","","10.1016/j.psyneuen.2013.06.027"
"23840700","Mild Transient Hypercapnia as a Novel Fear Conditioning Stimulus Allowing Re-Exposure during Sleep","McDowell AL, Filippone AB, Balbir A, Germain A, O'Donnell CP.","PLoS One. 2013 Jun 26;8(6):e67435. doi: 10.1371/journal.pone.0067435. Print 2013.","McDowell AL","PLoS One","2013","2013/07/11","PMC3693948","","10.1371/journal.pone.0067435"
